timestamp,symbol,open,high,low,close,volume
2024-05-16 04:00:00+00:00,HOOD,18.41,19.24,17.86,17.9,22141594.0
2024-05-16 04:00:00+00:00,AAPL,190.47,191.095,189.6601,189.84,52845230.0
2024-05-16 04:00:00+00:00,MSFT,421.8,425.42,420.35,420.99,17530050.0
2024-05-17 04:00:00+00:00,AAPL,189.51,190.81,189.18,189.87,41282925.0
2024-05-17 04:00:00+00:00,MSFT,422.54,422.92,418.025,420.21,15352239.0
2024-05-17 04:00:00+00:00,HOOD,18.96,20.34,18.45,20.09,53207439.0
2024-05-20 04:00:00+00:00,AAPL,189.325,191.9199,189.01,191.04,44361275.0
2024-05-20 04:00:00+00:00,MSFT,420.21,426.77,419.99,425.34,16292137.0
2024-05-20 04:00:00+00:00,HOOD,19.94,20.89,19.53,20.84,25792939.0
2024-05-21 04:00:00+00:00,AAPL,191.09,192.73,190.9201,192.35,42309401.0
2024-05-21 04:00:00+00:00,MSFT,426.825,432.97,424.85,429.04,21453255.0
2024-05-21 04:00:00+00:00,HOOD,21.04,21.21,20.41,20.96,20960675.0
2024-05-22 04:00:00+00:00,MSFT,430.09,432.41,427.13,430.52,18073698.0
2024-05-22 04:00:00+00:00,HOOD,20.9,21.03,19.59,19.66,20978609.0
2024-05-22 04:00:00+00:00,AAPL,192.265,192.8231,190.27,190.9,34648547.0
2024-05-23 04:00:00+00:00,HOOD,19.92,19.94,19.115,19.24,17758087.0
2024-05-23 04:00:00+00:00,AAPL,190.98,191.0,186.625,186.88,51005924.0
2024-05-23 04:00:00+00:00,MSFT,432.97,433.6,425.424,427.0,17211689.0
2024-05-24 04:00:00+00:00,HOOD,19.3,20.565,19.0666,20.51,20914822.0
2024-05-24 04:00:00+00:00,AAPL,188.82,190.58,188.0404,189.98,36326975.0
2024-05-24 04:00:00+00:00,MSFT,427.19,431.055,424.41,430.16,11855285.0
2024-05-28 04:00:00+00:00,HOOD,20.618,20.99,20.05,20.47,18147581.0
2024-05-28 04:00:00+00:00,AAPL,191.51,193.0,189.1,189.99,52280051.0
2024-05-28 04:00:00+00:00,MSFT,429.63,430.82,426.6,430.32,15718024.0
2024-05-29 04:00:00+00:00,AAPL,189.61,192.247,189.51,190.29,53068016.0
2024-05-29 04:00:00+00:00,MSFT,425.69,430.94,425.69,429.17,15517130.0
2024-05-29 04:00:00+00:00,HOOD,20.75,21.14,20.27,21.085,23053058.0
2024-05-30 04:00:00+00:00,MSFT,424.3,424.3,414.24,414.67,28424847.0
2024-05-30 04:00:00+00:00,HOOD,21.3,22.26,20.91,21.84,36228882.0
2024-05-30 04:00:00+00:00,AAPL,190.76,192.18,190.63,191.29,49947941.0
2024-05-31 04:00:00+00:00,MSFT,416.75,416.75,404.51,415.13,47995250.0
2024-05-31 04:00:00+00:00,HOOD,21.91,22.34,20.165,20.9,31219334.0
2024-05-31 04:00:00+00:00,AAPL,191.44,192.57,189.91,192.25,75158277.0
2024-06-03 04:00:00+00:00,MSFT,415.525,416.43,408.9234,413.52,17484675.0
2024-06-03 04:00:00+00:00,HOOD,21.9,22.4,20.73,21.28,26098129.0
2024-06-03 04:00:00+00:00,AAPL,192.9,194.99,192.52,194.03,50080539.0
2024-06-04 04:00:00+00:00,MSFT,412.43,416.44,409.675,416.07,14348917.0
2024-06-04 04:00:00+00:00,AAPL,194.635,195.32,193.0342,194.35,47471445.0
2024-06-04 04:00:00+00:00,HOOD,21.04,21.625,20.66,20.78,17412353.0
2024-06-05 04:00:00+00:00,AAPL,195.4,196.9,194.87,195.87,54156785.0
2024-06-05 04:00:00+00:00,MSFT,417.81,424.08,416.3,424.01,16988038.0
2024-06-05 04:00:00+00:00,HOOD,21.0,21.59,20.39,21.57,14410376.0
2024-06-06 04:00:00+00:00,AAPL,195.685,196.5,194.17,194.48,41181753.0
2024-06-06 04:00:00+00:00,MSFT,424.01,425.31,420.58,424.52,14861251.0
2024-06-06 04:00:00+00:00,HOOD,22.25,23.25,21.744,22.97,40881175.0
2024-06-07 04:00:00+00:00,AAPL,194.65,196.94,194.14,196.89,53103912.0
2024-06-07 04:00:00+00:00,MSFT,426.2,426.28,423.0,423.85,13621650.0
2024-06-07 04:00:00+00:00,HOOD,22.52,23.69,22.145,22.18,24723105.0
2024-06-10 04:00:00+00:00,MSFT,424.7,428.08,423.89,427.87,14003034.0
2024-06-10 04:00:00+00:00,HOOD,22.1,23.525,22.06,23.42,17959474.0
2024-06-10 04:00:00+00:00,AAPL,196.9,197.3,192.15,193.12,97262077.0
2024-06-11 04:00:00+00:00,HOOD,22.832,23.305,22.13,23.22,14472823.0
2024-06-11 04:00:00+00:00,AAPL,193.65,207.16,193.63,207.15,172460296.0
2024-06-11 04:00:00+00:00,MSFT,425.475,432.82,425.25,432.68,14551101.0
2024-06-12 04:00:00+00:00,HOOD,24.0,24.28,23.5301,23.7,21351365.0
2024-06-12 04:00:00+00:00,AAPL,207.37,220.2,206.9,213.07,198134293.0
2024-06-12 04:00:00+00:00,MSFT,435.32,443.4,433.25,441.06,22366233.0
2024-06-13 04:00:00+00:00,HOOD,23.69,23.74,22.92,23.31,13045759.0
2024-06-13 04:00:00+00:00,MSFT,440.85,443.39,439.37,441.58,15960565.0
2024-06-13 04:00:00+00:00,AAPL,214.74,216.75,211.6,214.24,97862729.0
2024-06-14 04:00:00+00:00,MSFT,438.275,443.1376,436.721,442.57,13581985.0
2024-06-14 04:00:00+00:00,HOOD,23.1,23.57,22.36,22.42,13059615.0
2024-06-14 04:00:00+00:00,AAPL,213.85,215.17,211.3,212.49,70122748.0
2024-06-17 04:00:00+00:00,MSFT,442.585,450.94,440.72,448.37,20790030.0
2024-06-17 04:00:00+00:00,HOOD,22.32,22.72,21.7,22.25,13998331.0
2024-06-17 04:00:00+00:00,AAPL,213.37,218.95,212.72,216.67,93728300.0
2024-06-18 04:00:00+00:00,MSFT,449.705,450.14,444.89,446.34,17112504.0
2024-06-18 04:00:00+00:00,HOOD,21.97,22.22,21.8,21.86,10181103.0
2024-06-18 04:00:00+00:00,AAPL,217.59,218.63,213.0,214.29,79943254.0
2024-06-20 04:00:00+00:00,HOOD,22.0,22.07,21.1801,21.73,13386625.0
2024-06-20 04:00:00+00:00,AAPL,213.93,214.24,208.85,209.68,86172451.0
2024-06-20 04:00:00+00:00,MSFT,446.3,446.53,441.27,445.7,19877378.0
2024-06-21 04:00:00+00:00,AAPL,210.39,211.89,207.11,207.49,246421353.0
2024-06-21 04:00:00+00:00,MSFT,447.38,450.58,446.51,449.78,34486172.0
2024-06-21 04:00:00+00:00,HOOD,21.52,22.33,21.25,22.29,21034118.0
2024-06-24 04:00:00+00:00,AAPL,207.72,212.7,206.59,208.14,80727006.0
2024-06-24 04:00:00+00:00,MSFT,449.8,452.75,446.41,447.67,15913719.0
2024-06-24 04:00:00+00:00,HOOD,21.85,22.3299,20.88,21.37,19032635.0
2024-06-25 04:00:00+00:00,AAPL,209.15,211.38,208.61,209.07,56713868.0
2024-06-25 04:00:00+00:00,MSFT,448.25,451.42,446.75,450.95,16747529.0
2024-06-25 04:00:00+00:00,HOOD,21.48,22.285,21.22,22.14,12242454.0
2024-06-26 04:00:00+00:00,AAPL,211.5,214.86,210.64,213.25,66213186.0
2024-06-26 04:00:00+00:00,HOOD,22.68,23.3299,22.22,22.31,19146072.0
2024-06-26 04:00:00+00:00,MSFT,449.0,453.6,448.19,452.16,16507030.0
2024-06-27 04:00:00+00:00,HOOD,22.44,22.7911,22.27,22.59,7318577.0
2024-06-27 04:00:00+00:00,AAPL,214.69,215.7395,212.35,214.1,49772707.0
2024-06-27 04:00:00+00:00,MSFT,452.175,456.17,451.77,452.85,14806324.0
2024-06-28 04:00:00+00:00,HOOD,22.64,23.085,22.34,22.71,11598150.0
2024-06-28 04:00:00+00:00,AAPL,215.77,216.07,210.3,210.62,82403710.0
2024-06-28 04:00:00+00:00,MSFT,453.07,455.38,446.41,446.95,28220056.0
2024-07-01 04:00:00+00:00,HOOD,22.82,23.13,22.43,22.79,11188162.0
2024-07-01 04:00:00+00:00,AAPL,212.09,217.51,211.92,216.75,60402929.0
2024-07-01 04:00:00+00:00,MSFT,448.66,457.37,445.66,456.73,17662818.0
2024-07-02 04:00:00+00:00,AAPL,216.15,220.38,215.1,220.27,58046178.0
2024-07-02 04:00:00+00:00,MSFT,453.2,459.59,453.113,459.28,13979779.0
2024-07-02 04:00:00+00:00,HOOD,22.635,22.8,22.07,22.46,9492247.0
2024-07-03 04:00:00+00:00,MSFT,458.19,461.02,457.88,460.77,9932830.0
2024-07-03 04:00:00+00:00,HOOD,22.45,23.129,22.45,22.89,7631195.0
2024-07-03 04:00:00+00:00,AAPL,220.0,221.55,219.03,221.55,37369801.0
2024-07-05 04:00:00+00:00,MSFT,459.61,468.35,458.965,467.56,16000290.0
2024-07-05 04:00:00+00:00,HOOD,22.08,22.74,21.72,22.68,9400851.0
2024-07-05 04:00:00+00:00,AAPL,221.65,226.45,221.65,226.34,60412408.0
2024-07-08 04:00:00+00:00,MSFT,466.55,467.7,464.46,466.24,12962321.0
2024-07-08 04:00:00+00:00,HOOD,22.72,22.88,21.91,22.09,10579861.0
2024-07-08 04:00:00+00:00,AAPL,227.09,227.85,223.25,227.82,59085861.0
2024-07-09 04:00:00+00:00,HOOD,22.25,23.27,22.15,22.6,12196790.0
2024-07-09 04:00:00+00:00,AAPL,227.93,229.4,226.3721,228.68,48169822.0
2024-07-09 04:00:00+00:00,MSFT,467.0,467.33,458.0,459.54,17228507.0
2024-07-10 04:00:00+00:00,AAPL,229.3,233.08,229.25,232.98,62627687.0
2024-07-10 04:00:00+00:00,MSFT,461.22,466.46,458.855,466.25,18196100.0
2024-07-10 04:00:00+00:00,HOOD,22.71,22.87,22.08,22.32,12625289.0
2024-07-11 04:00:00+00:00,AAPL,231.39,232.39,225.77,227.57,64710617.0
2024-07-11 04:00:00+00:00,MSFT,462.98,464.78,451.55,454.7,23111175.0
2024-07-11 04:00:00+00:00,HOOD,22.65,22.98,21.98,22.04,13151524.0
2024-07-12 04:00:00+00:00,AAPL,228.92,232.64,228.68,230.54,53046527.0
2024-07-12 04:00:00+00:00,MSFT,454.325,456.36,450.645,453.55,16324274.0
2024-07-12 04:00:00+00:00,HOOD,22.0,22.4451,21.75,22.28,10380668.0
2024-07-15 04:00:00+00:00,MSFT,453.3,457.26,451.43,453.96,14429447.0
2024-07-15 04:00:00+00:00,HOOD,23.0,24.01,22.76,23.94,20401730.0
2024-07-15 04:00:00+00:00,AAPL,236.48,237.23,233.09,234.4,62631252.0
2024-07-16 04:00:00+00:00,HOOD,24.06,24.81,23.35,24.63,23046681.0
2024-07-16 04:00:00+00:00,AAPL,235.0,236.27,232.33,234.82,43234278.0
2024-07-16 04:00:00+00:00,MSFT,454.22,454.3,446.66,449.52,17175679.0
2024-07-17 04:00:00+00:00,HOOD,24.13,24.88,23.57,24.18,14124911.0
2024-07-17 04:00:00+00:00,AAPL,229.45,231.4599,226.64,228.88,57345884.0
2024-07-17 04:00:00+00:00,MSFT,442.59,444.85,439.18,443.52,21754021.0
2024-07-18 04:00:00+00:00,HOOD,24.22,24.45,22.66,22.83,14304702.0
2024-07-18 04:00:00+00:00,AAPL,230.28,230.44,222.27,224.18,66034585.0
2024-07-18 04:00:00+00:00,MSFT,444.34,444.65,434.4,440.37,20794822.0
2024-07-19 04:00:00+00:00,HOOD,22.94,23.87,22.8,23.41,9348426.0
2024-07-19 04:00:00+00:00,MSFT,433.1,441.14,432.0,437.11,20940417.0
2024-07-19 04:00:00+00:00,AAPL,224.82,226.8,223.275,224.31,49151453.0
2024-07-22 04:00:00+00:00,MSFT,441.79,444.6,438.9125,442.94,15808755.0
2024-07-22 04:00:00+00:00,HOOD,23.24,24.02,23.095,23.42,16691414.0
2024-07-22 04:00:00+00:00,AAPL,227.01,227.78,223.09,223.96,48201835.0
2024-07-23 04:00:00+00:00,MSFT,443.895,448.39,443.1,444.85,13107050.0
2024-07-23 04:00:00+00:00,HOOD,23.23,23.4,22.82,22.87,10292573.0
2024-07-23 04:00:00+00:00,AAPL,224.365,226.94,222.68,225.01,39960260.0
2024-07-24 04:00:00+00:00,MSFT,440.45,441.48,427.585,428.9,26805800.0
2024-07-24 04:00:00+00:00,HOOD,22.66,22.9062,21.36,21.41,13153076.0
2024-07-24 04:00:00+00:00,AAPL,224.0,224.8,217.13,218.54,61777576.0
2024-07-25 04:00:00+00:00,HOOD,21.16,21.785,20.63,21.18,9131006.0
2024-07-25 04:00:00+00:00,AAPL,218.93,220.85,214.62,217.49,51391199.0
2024-07-25 04:00:00+00:00,MSFT,428.8,429.8,417.51,418.4,29943795.0
2024-07-26 04:00:00+00:00,AAPL,218.7,219.49,216.01,217.96,41601345.0
2024-07-26 04:00:00+00:00,MSFT,418.2,428.915,417.27,425.27,23583839.0
2024-07-26 04:00:00+00:00,HOOD,21.59,21.985,21.125,21.2,8362497.0
2024-07-29 04:00:00+00:00,AAPL,216.96,219.3,215.75,218.24,36311778.0
2024-07-29 04:00:00+00:00,MSFT,431.58,432.15,424.7042,426.73,15125836.0
2024-07-29 04:00:00+00:00,HOOD,21.56,21.84,20.95,21.18,8115146.0
2024-07-30 04:00:00+00:00,MSFT,427.72,429.05,417.36,422.92,32687578.0
2024-07-30 04:00:00+00:00,HOOD,21.3,21.35,20.29,20.4,11020800.0
2024-07-30 04:00:00+00:00,AAPL,219.19,220.325,216.12,218.8,41643840.0
2024-07-31 04:00:00+00:00,HOOD,20.84,21.2076,20.53,20.57,9201949.0
2024-07-31 04:00:00+00:00,AAPL,221.44,223.82,220.63,222.08,50036262.0
2024-07-31 04:00:00+00:00,MSFT,420.495,421.775,412.21,418.35,42891366.0
2024-08-01 04:00:00+00:00,HOOD,20.89,21.3,19.83,20.24,13110741.0
2024-08-01 04:00:00+00:00,AAPL,224.37,224.48,217.02,218.36,62500996.0
2024-08-01 04:00:00+00:00,MSFT,420.785,427.46,413.0901,417.11,30296400.0
2024-08-02 04:00:00+00:00,HOOD,19.2,19.29,17.69,17.88,30564473.0
2024-08-02 04:00:00+00:00,AAPL,219.15,225.6,217.71,219.86,105568560.0
2024-08-02 04:00:00+00:00,MSFT,412.49,415.0,404.34,408.49,29437900.0
2024-08-05 04:00:00+00:00,AAPL,199.09,213.5,196.0,209.27,119548589.0
2024-08-05 04:00:00+00:00,MSFT,389.17,401.04,385.58,395.15,40709238.0
2024-08-05 04:00:00+00:00,HOOD,14.7,16.725,13.98,16.42,44991066.0
2024-08-06 04:00:00+00:00,MSFT,400.0,405.67,398.5,399.61,24946525.0
2024-08-06 04:00:00+00:00,HOOD,17.03,17.52,16.25,17.21,22515083.0
2024-08-06 04:00:00+00:00,AAPL,205.3,209.99,201.07,207.23,69660488.0
2024-08-07 04:00:00+00:00,MSFT,408.635,410.08,397.47,398.43,20650906.0
2024-08-07 04:00:00+00:00,HOOD,17.6,17.64,16.86,17.12,32590340.0
2024-08-07 04:00:00+00:00,AAPL,206.9,213.64,206.39,209.82,63516417.0
2024-08-08 04:00:00+00:00,MSFT,402.44,405.86,399.9407,402.69,20203030.0
2024-08-08 04:00:00+00:00,HOOD,17.665,18.1,16.68,17.73,48790451.0
2024-08-08 04:00:00+00:00,AAPL,213.11,214.2,208.83,213.31,47161149.0
2024-08-09 04:00:00+00:00,MSFT,404.03,408.05,402.2624,406.02,19276666.0
2024-08-09 04:00:00+00:00,AAPL,212.1,216.78,211.97,216.24,42201646.0
2024-08-09 04:00:00+00:00,HOOD,17.8,18.2799,17.55,17.92,17345932.0
2024-08-12 04:00:00+00:00,AAPL,216.07,219.5099,215.6,217.53,38028092.0
2024-08-12 04:00:00+00:00,MSFT,407.06,408.76,404.2434,406.81,16762883.0
2024-08-12 04:00:00+00:00,HOOD,18.36,18.79,18.1062,18.54,18899085.0
2024-08-13 04:00:00+00:00,AAPL,219.01,221.89,219.01,221.27,44155331.0
2024-08-13 04:00:00+00:00,MSFT,409.59,414.95,409.57,414.01,19414271.0
2024-08-13 04:00:00+00:00,HOOD,18.78,18.84,18.36,18.41,12906962.0
2024-08-14 04:00:00+00:00,AAPL,220.57,223.03,219.7,221.72,41960574.0
2024-08-14 04:00:00+00:00,MSFT,414.8,417.72,412.4456,416.86,18266980.0
2024-08-14 04:00:00+00:00,HOOD,18.73,19.06,18.57,18.65,13613554.0
2024-08-15 04:00:00+00:00,MSFT,419.8,421.11,417.66,421.03,20752144.0
2024-08-15 04:00:00+00:00,HOOD,19.32,20.07,19.135,19.55,23025914.0
2024-08-15 04:00:00+00:00,AAPL,224.6,225.35,222.76,224.72,46414013.0
2024-08-16 04:00:00+00:00,HOOD,19.51,20.04,19.4,19.98,14101693.0
2024-08-16 04:00:00+00:00,AAPL,223.92,226.8271,223.6501,226.05,44340240.0
2024-08-16 04:00:00+00:00,MSFT,420.6,421.34,417.3,418.47,22775593.0
2024-08-19 04:00:00+00:00,HOOD,19.935,20.31,19.81,20.28,11372150.0
2024-08-19 04:00:00+00:00,AAPL,225.72,225.99,223.04,225.89,40687813.0
2024-08-19 04:00:00+00:00,MSFT,418.96,421.75,416.46,421.53,15233957.0
2024-08-20 04:00:00+00:00,HOOD,20.36,20.43,19.69,19.83,10363686.0
2024-08-20 04:00:00+00:00,AAPL,225.77,227.17,225.45,226.51,30299033.0
2024-08-20 04:00:00+00:00,MSFT,421.7,425.86,421.64,424.8,16387581.0
2024-08-21 04:00:00+00:00,AAPL,226.52,227.98,225.05,226.4,34765480.0
2024-08-21 04:00:00+00:00,MSFT,424.075,426.4,421.72,424.14,16067298.0
2024-08-21 04:00:00+00:00,HOOD,19.73,20.205,19.52,20.18,9837147.0
2024-08-22 04:00:00+00:00,MSFT,424.36,426.7899,414.61,415.55,19361901.0
2024-08-22 04:00:00+00:00,HOOD,20.14,20.37,19.85,19.89,7417947.0
2024-08-22 04:00:00+00:00,AAPL,227.79,228.34,223.9,224.53,43695321.0
2024-08-23 04:00:00+00:00,MSFT,416.98,419.26,412.09,416.79,18493784.0
2024-08-23 04:00:00+00:00,HOOD,20.062,21.21,20.0,21.12,13294483.0
2024-08-23 04:00:00+00:00,AAPL,225.6589,228.22,224.33,226.84,38677250.0
2024-08-26 04:00:00+00:00,MSFT,416.365,417.2799,411.34,413.49,13152830.0
2024-08-26 04:00:00+00:00,HOOD,21.12,21.16,20.79,20.96,10676331.0
2024-08-26 04:00:00+00:00,AAPL,226.76,227.28,223.8905,227.18,30602208.0
2024-08-27 04:00:00+00:00,HOOD,20.8,21.54,20.59,21.36,8052553.0
2024-08-27 04:00:00+00:00,AAPL,225.995,228.85,224.89,228.03,35934559.0
2024-08-27 04:00:00+00:00,MSFT,412.86,414.36,410.25,413.84,13492911.0
2024-08-28 04:00:00+00:00,AAPL,227.92,229.86,225.68,226.49,38052167.0
2024-08-28 04:00:00+00:00,MSFT,414.88,415.0,407.31,410.6,14882660.0
2024-08-28 04:00:00+00:00,HOOD,21.15,21.1993,20.0,20.32,10959698.0
2024-08-29 04:00:00+00:00,AAPL,230.1,232.92,228.88,229.79,51906297.0
2024-08-29 04:00:00+00:00,MSFT,414.94,422.05,410.6,413.12,17045241.0
2024-08-29 04:00:00+00:00,HOOD,20.4,20.655,20.09,20.17,7621530.0
2024-08-30 04:00:00+00:00,AAPL,230.19,230.4,227.48,229.0,52990770.0
2024-08-30 04:00:00+00:00,MSFT,415.6,417.49,412.13,417.14,24308324.0
2024-08-30 04:00:00+00:00,HOOD,20.38,20.4,19.835,20.12,11026191.0
2024-09-03 04:00:00+00:00,AAPL,228.55,229.0,221.17,222.77,50190574.0
2024-09-03 04:00:00+00:00,HOOD,19.755,19.965,19.21,19.37,11353453.0
2024-09-03 04:00:00+00:00,MSFT,417.91,419.88,407.03,409.44,20313603.0
2024-09-04 04:00:00+00:00,HOOD,19.01,19.61,18.8108,19.11,9923300.0
2024-09-04 04:00:00+00:00,AAPL,221.66,221.78,217.48,220.85,43840196.0
2024-09-04 04:00:00+00:00,MSFT,405.91,411.24,404.37,408.9,15135806.0
2024-09-05 04:00:00+00:00,HOOD,19.0,19.68,18.84,19.67,11493534.0
2024-09-05 04:00:00+00:00,AAPL,221.625,225.48,221.52,222.38,36615398.0
2024-09-05 04:00:00+00:00,MSFT,407.62,413.1,406.13,408.39,14195516.0
2024-09-06 04:00:00+00:00,HOOD,19.74,20.2399,18.71,18.94,12834240.0
2024-09-06 04:00:00+00:00,AAPL,223.95,225.24,219.77,220.82,48423011.0
2024-09-06 04:00:00+00:00,MSFT,409.06,410.65,400.8,401.7,19609526.0
2024-09-09 04:00:00+00:00,AAPL,220.82,221.27,216.71,220.91,67179965.0
2024-09-09 04:00:00+00:00,MSFT,407.24,408.65,402.15,405.72,15295134.0
2024-09-09 04:00:00+00:00,HOOD,19.21,19.83,19.04,19.66,10350580.0
2024-09-10 04:00:00+00:00,MSFT,408.2,416.33,407.7,414.2,19594287.0
2024-09-10 04:00:00+00:00,HOOD,19.6,19.739,18.825,19.7,10336504.0
2024-09-10 04:00:00+00:00,AAPL,218.92,221.48,216.73,220.11,51591033.0
2024-09-11 04:00:00+00:00,MSFT,415.5,423.99,409.58,423.04,19266923.0
2024-09-11 04:00:00+00:00,HOOD,19.58,20.795,19.54,20.64,12396201.0
2024-09-11 04:00:00+00:00,AAPL,221.455,223.09,217.89,222.66,44587072.0
2024-09-12 04:00:00+00:00,MSFT,423.31,427.3692,419.75,427.0,17418759.0
2024-09-12 04:00:00+00:00,HOOD,20.83,21.735,20.67,21.64,13536081.0
2024-09-12 04:00:00+00:00,AAPL,222.5,223.55,219.82,222.77,37498225.0
2024-09-13 04:00:00+00:00,MSFT,425.825,431.83,425.46,430.59,15874555.0
2024-09-13 04:00:00+00:00,AAPL,223.58,224.04,221.91,222.5,36766619.0
2024-09-13 04:00:00+00:00,HOOD,21.695,22.43,21.61,22.07,11931614.0
2024-09-16 04:00:00+00:00,AAPL,216.54,217.22,213.92,216.32,59357427.0
2024-09-16 04:00:00+00:00,MSFT,430.6,433.53,428.22,431.34,13834697.0
2024-09-16 04:00:00+00:00,HOOD,21.704,22.535,21.5,22.21,8155644.0
2024-09-17 04:00:00+00:00,AAPL,215.75,216.9,214.5,216.79,45519339.0
2024-09-17 04:00:00+00:00,MSFT,440.23,441.85,432.27,435.15,18874231.0
2024-09-17 04:00:00+00:00,HOOD,22.545,22.93,22.4,22.64,8636576.0
2024-09-18 04:00:00+00:00,AAPL,217.55,222.71,217.54,220.69,59894928.0
2024-09-18 04:00:00+00:00,MSFT,435.0,436.03,430.41,430.81,18898042.0
2024-09-18 04:00:00+00:00,HOOD,22.7,23.495,22.34,22.95,13807208.0
2024-09-19 04:00:00+00:00,MSFT,441.225,441.5,436.9,438.69,21706559.0
2024-09-19 04:00:00+00:00,HOOD,23.936,24.06,22.74,22.81,14118875.0
2024-09-19 04:00:00+00:00,AAPL,224.99,229.82,224.63,228.87,66781315.0
2024-09-20 04:00:00+00:00,HOOD,22.81,22.955,22.31,22.73,22849812.0
2024-09-20 04:00:00+00:00,AAPL,229.97,233.09,227.62,228.2,318679888.0
2024-09-20 04:00:00+00:00,MSFT,437.22,439.24,434.22,435.27,55167106.0
2024-09-23 04:00:00+00:00,HOOD,22.782,23.325,22.6234,22.7,11694162.0
2024-09-23 04:00:00+00:00,AAPL,227.34,229.45,225.81,226.47,54146023.0
2024-09-23 04:00:00+00:00,MSFT,434.28,436.46,430.3889,433.51,15128891.0
2024-09-24 04:00:00+00:00,HOOD,22.68,22.85,22.2523,22.77,7446081.0
2024-09-24 04:00:00+00:00,AAPL,228.645,229.35,225.73,227.37,43556068.0
2024-09-24 04:00:00+00:00,MSFT,433.0,433.35,426.1,429.17,17015754.0
2024-09-25 04:00:00+00:00,HOOD,22.58,22.82,22.335,22.39,4989415.0
2024-09-25 04:00:00+00:00,MSFT,429.83,433.119,428.57,432.11,13396364.0
2024-09-25 04:00:00+00:00,AAPL,224.93,227.29,224.02,226.37,42308715.0
2024-09-26 04:00:00+00:00,MSFT,435.085,435.3,429.13,431.31,14492044.0
2024-09-26 04:00:00+00:00,HOOD,22.78,22.88,22.19,22.43,9350659.0
2024-09-26 04:00:00+00:00,AAPL,227.3,228.5,225.41,227.52,36636707.0
2024-09-27 04:00:00+00:00,MSFT,431.52,431.85,427.47,428.02,14896131.0
2024-09-27 04:00:00+00:00,HOOD,22.55,23.98,22.4112,23.89,18021320.0
2024-09-27 04:00:00+00:00,AAPL,228.46,229.52,227.3,227.79,34025967.0
2024-09-30 04:00:00+00:00,MSFT,428.21,430.42,425.37,430.3,16854606.0
